SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,1614 Eagle Hill Rd,Fayetteville,NC,28312,410000,4,3.0,LEXINGTON WOODS,2989,,2023,48,137,38,Active,,,https://www.redfin.com/NC/Fayetteville/1614-Eagle-Hill-Rd-28312/home/169419574,LPRMLS,699796,N,Y,35.0860515,-78.8385961
MLS Listing,,Vacant Land,1756 Tryon Dr,Fayetteville,NC,28303,20000,,,Briarcliff,,14810,,49,,,Active,,,https://www.redfin.com/NC/Fayetteville/1756-Tryon-Dr-28303/home/126575558,TMLS,2492915,N,Y,35.092354,-78.936565
MLS Listing,,Single Family Residential,616 Galloway Dr,Fayetteville,NC,28303,245000,4,3.0,COTTONADE,26680,21344,1964,50,9,,Active,,,https://www.redfin.com/NC/Fayetteville/616-Galloway-Dr-28303/home/125442613,LPRMLS,699739,N,Y,35.1044361,-78.9831948
MLS Listing,,Vacant Land,833 Deep Creek Road Rd,Fayetteville,NC,28312,18000,,,SUNNY ACRES,,,,51,,,Active,,,https://www.redfin.com/NC/Fayetteville/833-Deep-Creek-Rd-28312/home/125551768,LPRMLS,699727,N,Y,35.0340605,-78.85378
MLS Listing,,Single Family Residential,3313 Benson Pl,Fayetteville,NC,28306,350000,3,2.5,Runnymeade Acres,2214,15246,2005,51,158,,Active,,,https://www.redfin.com/NC/Fayetteville/3313-Benson-Pl-28306/home/126835119,TMLS,2500371,N,Y,34.9952791,-79.030272
MLS Listing,,Single Family Residential,1707 Fort Bragg Rd,Fayetteville,NC,28303,525000,3,2.5,Haymount,2538,9583,1938,51,207,,Active,,,https://www.redfin.com/NC/Fayetteville/1707-Fort-Bragg-Rd-28303/home/125385533,TMLS,2500251,N,Y,35.0621885,-78.909353
MLS Listing,,Single Family Residential,5516 Tall Timbers Dr,Fayetteville,NC,28311,410693,4,2.5,ELLIOT FARMS,2363,14375,2023,51,174,13,Active,,,https://www.redfin.com/NC/Fayetteville/5516-Tall-Timbers-Dr-28311/home/184734046,LPRMLS,699711,N,Y,35.204901,-78.8621829
MLS Listing,,Single Family Residential,2005 Henry St,Fayetteville,NC,28306,90000,1,1.0,MASSEY HILL,1280,,1936,51,70,,Active,,,https://www.redfin.com/NC/Fayetteville/2005-Henry-St-28306/home/125910862,LPRMLS,699680,N,Y,35.0248774,-78.9005112
MLS Listing,,Single Family Residential,1208 Longleaf Dr,Fayetteville,NC,28305,875000,5,3.5,FOREST LKS,4747,,1967,51,184,,Active,,,https://www.redfin.com/NC/Fayetteville/1208-Longleaf-Dr-28305/home/126055239,LPRMLS,699332,N,Y,35.0435585,-78.9070321
MLS Listing,,Single Family Residential,6029 Concho Ct,Fayetteville,NC,28303,165000,3,1.5,Ponderosa,1046,12632,1972,53,158,,Active,,,https://www.redfin.com/NC/Fayetteville/6029-Concho-Ct-28303/home/125522115,TMLS,2493266,N,Y,35.0894783,-78.9884157
MLS Listing,,Single Family Residential,4608 Bent Grass Dr,Fayetteville,NC,28312,374900,4,2.5,BAYWOOD,2680,18295,2005,53,140,,Active,,,https://www.redfin.com/NC/Fayetteville/4608-Bent-Grass-Dr-28312/home/126811475,LPRMLS,699567,N,Y,35.0539428,-78.7541854
MLS Listing,,Single Family Residential,5079 Cumberland Rd,Fayetteville,NC,28306,225400,3,2.0,The Cliffs at Rockfish,1282,10454,1920,53,176,,Active,,,https://www.redfin.com/NC/Fayetteville/5079-Cumberland-Rd-28306/home/125428710,TMLS,2499650,N,Y,35.0017976,-78.9745364
MLS Listing,,Single Family Residential,148 Nairn St,Fayetteville,NC,28311,349900,3,2.5,CURRIN HILLS,2066,20473,2023,54,169,17,Active,,,https://www.redfin.com/NC/Fayetteville/148-Nairn-St-28311/home/184706705,LPRMLS,699271,N,Y,35.198672,-78.866737
MLS Listing,,Single Family Residential,144 Nairn St,Fayetteville,NC,28311,334900,3,2.5,CURRIN HILLS,1960,20909,2023,54,171,17,Active,,,https://www.redfin.com/NC/Fayetteville/144-Nairn-St-28311/home/184706704,LPRMLS,699264,N,Y,35.198665,-78.8664019
MLS Listing,,Single Family Residential,1710 Webster Rd,Fayetteville,NC,28303,277900,4,3.0,Green Valley,2076,13242,1976,55,134,,Active,,,https://www.redfin.com/NC/Fayetteville/1710-Webster-Ave-28303/home/182998098,TMLS,2494690,N,Y,35.088423,-78.9359619
MLS Listing,,Single Family Residential,517 Lennox Dr,Fayetteville,NC,28303,260000,3,2.5,STRATFORD H,1744,,1970,55,149,,Active,,,https://www.redfin.com/NC/Fayetteville/517-Lennox-Dr-28303/home/125494221,LPRMLS,699481,N,Y,35.0568045,-78.9439729
MLS Listing,,Single Family Residential,181 Sally Hill Cir,Fayetteville,NC,28306,299000,2,2.0,,1962,,1984,55,152,,Active,,,https://www.redfin.com/NC/Fayetteville/181-Sally-Hill-Cir-28306/home/126747564,LPRMLS,699165,N,Y,34.9789713,-78.9116075
MLS Listing,,Single Family Residential,610 School St,Fayetteville,NC,28301,210000,3,2.0,Not in a Subdivision,1009,7840,1920,56,208,,Active,,,https://www.redfin.com/NC/Fayetteville/610-School-St-28301/home/125318073,TMLS,2495751,N,Y,35.0503598,-78.8657883
MLS Listing,,Single Family Residential,515 W Summerchase Dr,Fayetteville,NC,28311,505000,5,4.5,FAIRFIELD FARMS,3275,,2017,57,154,10,Active,,,https://www.redfin.com/NC/Fayetteville/515-W-Summerchase-Dr-28311/home/125735787,LPRMLS,698743,N,Y,35.165964,-78.8790886
MLS Listing,,Single Family Residential,716 Baywood Rd,Fayetteville,NC,28312,359900,4,2.5,BAYWOOD ACRES,1911,32234,2023,57,188,,Active,,,https://www.redfin.com/NC/Fayetteville/716-Baywood-Rd-28312/home/184687994,LPRMLS,699356,N,Y,35.051995,-78.769915
MLS Listing,,Single Family Residential,748 Baywood Rd,Fayetteville,NC,28312,359900,4,2.5,BAYWOOD ACRES,1911,32234,2023,57,188,,Active,,,https://www.redfin.com/NC/Fayetteville/748-Baywood-Rd-28312/home/184687961,LPRMLS,699357,N,Y,35.05289,-78.769736
MLS Listing,,Single Family Residential,611 Ravencroft Ct,Fayetteville,NC,28314,445000,4,2.5,BUCKHEAD,3115,,1987,58,143,,Active,,,https://www.redfin.com/NC/Fayetteville/611-Ravencroft-Ct-28314/home/125358574,LPRMLS,699377,N,Y,35.0480522,-78.9440935
MLS Listing,,Single Family Residential,3811 Shepard St,Fayetteville,NC,28304,370000,4,2.5,ROXANDA WMS,1737,,1950,58,213,,Active,,,https://www.redfin.com/NC/Fayetteville/3811-E-Shepard-St-28304/home/125356973,LPRMLS,699393,N,Y,35.04074,-78.939808
MLS Listing,,Single Family Residential,209 Puritan St,Fayetteville,NC,28306,90000,3,1.0,MASSEY HILL,1058,7841,1925,58,85,,Active,,,https://www.redfin.com/NC/Fayetteville/209-Puritan-St-28306/home/125532789,LPRMLS,699386,N,Y,35.0352938,-78.8890599
MLS Listing,,Single Family Residential,2422 Cedar Ridge Ct,Fayetteville,NC,28306,413418,4,2.5,,2418,10890,2021,59,171,,Active,,,https://www.redfin.com/NC/Fayetteville/2422-Cedar-Ridge-Ct-28306/home/177316790,NCRMLS,100373225,N,Y,34.961656,-79.009276
MLS Listing,,Single Family Residential,4357 Scout Camp Dr,Fayetteville,NC,28306,446700,5,3.0,,2844,20038,2023,59,157,,Active,,,https://www.redfin.com/NC/Fayetteville/4357-Scout-Camp-Dr-28306/home/179611414,NCRMLS,100373211,N,Y,34.961787,-79.011099
MLS Listing,,Single Family Residential,5434 Seedling Rd,Fayetteville,NC,28311,393670,4,2.5,ELLIOT FARMS,2363,10890,2023,59,167,13,Active,,,https://www.redfin.com/NC/Fayetteville/5434-Seedling-RD-28311/home/184670082,LPRMLS,699341,N,Y,35.2033274,-78.86271635
MLS Listing,,Single Family Residential,4336 Scout Camp Dr,Fayetteville,NC,28306,459900,4,2.5,,2955,9148,2022,60,156,29,Active,,,https://www.redfin.com/NC/Fayetteville/4336-Scout-Camp-Dr-28306/home/179611416,NCRMLS,100372993,N,Y,34.962839,-79.010412
MLS Listing,,Single Family Residential,4340 Scout Camp Dr,Fayetteville,NC,28306,457700,4,3.0,,2685,14810,2023,61,170,29,Active,,,https://www.redfin.com/NC/Fayetteville/4340-Scout-Camp-Dr-28306/home/179684323,NCRMLS,100372797,N,Y,34.96278,-79.010651
MLS Listing,,Vacant Land,5215 Surf Scooter Dr,Fayetteville,NC,28311,58500,,,NORTH RIDGE VIL,,15682,,61,,,Active,,,https://www.redfin.com/NC/Fayetteville/5215-Surf-Scooter-Dr-28311/home/126441505,LPRMLS,699228,N,Y,35.129326,-78.877161
MLS Listing,,Vacant Land,5234 Surf Scooter Dr,Fayetteville,NC,28311,58500,,,NORTH RIDGE VIL,,11761,,61,,,Active,,,https://www.redfin.com/NC/Fayetteville/5234-Surf-Scooter-Dr-28311/home/125279365,LPRMLS,699224,N,Y,35.1287384,-78.8774561
MLS Listing,,Vacant Land,5140 Surf Scooter Dr,Fayetteville,NC,28311,58500,,,NORTH RIDGE VIL,,11326,,61,,,Active,,,https://www.redfin.com/NC/Fayetteville/5140-Surf-Scooter-Dr-28311/home/125651328,LPRMLS,699225,N,Y,35.128751,-78.877701
MLS Listing,,Single Family Residential,4352 Scout Camp Dr,Fayetteville,NC,28306,458900,4,3.0,,2619,13504,2022,61,175,29,Active,,,https://www.redfin.com/NC/Fayetteville/4352-Scout-Camp-Dr-28306/home/179684325,NCRMLS,100372789,N,Y,34.962558,-79.011364
MLS Listing,,Vacant Land,(Lot 46) 258 Concord Dr,Fayetteville,NC,28311,40000,,,COLLEGE LAKES,,20038,,61,,,Active,,,https://www.redfin.com/NC/Fayetteville/258-Concord-Dr-28311/home/184646689,LPRMLS,698646,N,Y,35.130698,-78.884513
MLS Listing,,Single Family Residential,1307 Kienast Dr,Fayetteville,NC,28314,229900,3,1.5,Southgate,1092,16117,1975,62,211,,Active,,,https://www.redfin.com/NC/Fayetteville/1307-Kienast-Dr-28314/home/126005843,TMLS,2498177,N,Y,35.0391855,-79.0227218
MLS Listing,,Townhouse,3044 Candlelight Dr,Fayetteville,NC,28311,324900,3,2.5,CANDLEWICK TOWNS,1967,,2023,62,165,115,Active,,,https://www.redfin.com/NC/Fayetteville/3044-Candlelight-Dr-28311/home/125354354,LPRMLS,699171,N,Y,35.134057,-78.881258
MLS Listing,,Townhouse,3046 Candlelight Dr,Fayetteville,NC,28311,336900,3,2.5,CANDLEWICK TOWNS,2111,,2023,62,160,115,Active,,,https://www.redfin.com/NC/Fayetteville/3046-Candlelight-Dr-28311/home/125760246,LPRMLS,699170,N,Y,35.133992,-78.881289
MLS Listing,,Townhouse,3048 Candlelight Dr,Fayetteville,NC,28311,336900,3,2.5,CANDLEWICK TOWNS,2111,,2023,62,160,115,Active,,,https://www.redfin.com/NC/Fayetteville/3048-Candlelight-Dr-28311/home/125732683,LPRMLS,699168,N,Y,35.133925,-78.881321
MLS Listing,,Townhouse,3050 Candlelight Dr,Fayetteville,NC,28311,336900,3,2.5,CANDLEWICK TOWNS,2111,,2023,62,160,115,Active,,,https://www.redfin.com/NC/Fayetteville/3050-Candlelight-Dr-28311/home/125263499,LPRMLS,699158,N,Y,35.133859,-78.881353
MLS Listing,,Townhouse,3052 Candlelight Dr,Fayetteville,NC,28311,324900,3,2.5,CANDLEWICK TOWNS,1967,,2023,62,165,115,Active,,,https://www.redfin.com/NC/Fayetteville/3052-Candlelight-Dr-28311/home/125422534,LPRMLS,699147,N,Y,35.133785,-78.881388
MLS Listing,,Single Family Residential,129 N Plymouth St,Fayetteville,NC,28312,79000,3,1.0,FAYETTEVILLE,1307,,1940,63,60,,Active,,,https://www.redfin.com/NC/Fayetteville/129-N-Plymouth-St-28312/home/126215120,LPRMLS,698629,N,Y,35.0451337,-78.8434181
MLS Listing,,Single Family Residential,2230 Kimberly Dr,Fayetteville,NC,28306,178000,3,2.0,PINE ACRES,1760,20473,1959,64,101,,Active,,,https://www.redfin.com/NC/Fayetteville/2230-Kimberly-Dr-28306/home/125403971,LPRMLS,699135,N,Y,35.0176929,-78.9392765
MLS Listing,,Single Family Residential,108 Nairn St,Fayetteville,NC,28311,354900,4,2.5,CURRIN HILLS,2128,21780,2023,64,167,17,Active,,,https://www.redfin.com/NC/Fayetteville/108-Nairn-St-28311/home/184618705,LPRMLS,699124,N,Y,35.198599,-78.863223
MLS Listing,,Vacant Land,Gillespie St,Fayetteville,NC,28306,35000,,,FAYETTEVILLE,,95396,,65,,,Active,,,https://www.redfin.com/NC/Fayetteville/Gillespie-St-28306/home/177324223,LPRMLS,699062,N,Y,34.973826,-78.911712
MLS Listing,,Single Family Residential,3251 Bladen Union Church (lot 11) Rd,Fayetteville,NC,28306,312900,3,3.0,COTTAGES AT BLADEN FIELDS,1954,25700,2023,66,160,,Active,,,https://www.redfin.com/NC/Fayetteville/3251-Bladen-Union-Church-Rd-28306/home/184594987,LPRMLS,698660,N,Y,34.8294838,-78.883514
MLS Listing,,Vacant Land,0 Tarrytown Dr,Fayetteville,NC,28314,185000,,,,,251341,,67,,,Active,,,https://www.redfin.com/NC/Fayetteville/Tarrytown-Rd-28314/home/184584070,LPRMLS,698986,N,Y,35.05130533,-78.99529764
MLS Listing,,Single Family Residential,5156 Matt Hair Rd,Fayetteville,NC,28312,135000,3,2.0,NOT IN SUBDIVISION,1382,,1984,69,98,,Active,,,https://www.redfin.com/NC/Fayetteville/5156-Matt-Hair-Rd-28312/home/125539740,LPRMLS,698830,N,Y,34.9088408,-78.8015506
MLS Listing,,Single Family Residential,3159 Braddy Rd,Fayetteville,NC,28306,632000,5,3.5,,,,2023,70,,,Active,,,https://www.redfin.com/NC/Fayetteville/3159-Braddy-Rd-28306/home/183403227,LPRMLS,698750,N,Y,34.9940541,-79.0370096
MLS Listing,,Single Family Residential,TBD Solomon (lot 52) Dr,Cameron,NC,28326,414900,4,3.0,LIBERTY MEADOWS,2865,23522,2023,70,145,29,Active,,,https://www.redfin.com/NC/Cameron/TBD-Solomon-lot-52-DR-28326/home/184323634,LPRMLS,697092,N,Y,35.0533,-78.9052
MLS Listing,,Multi-Family (2-4 Unit),1047 Bernadine St,Fayetteville,NC,28311,215000,,,SHAW HGHTS,,,1965,72,,,Active,,,https://www.redfin.com/NC/Fayetteville/1047-Bernadine-St-28311/home/125828755,LPRMLS,698797,N,Y,35.118191,-78.936462
MLS Listing,,Single Family Residential,1322 Woodland Dr,Fayetteville,NC,28305,337500,3,2.0,HAYMOUNT,1800,,1946,72,188,,Active,,,https://www.redfin.com/NC/Fayetteville/1322-Woodland-Dr-28305/home/125504320,LPRMLS,698708,N,Y,35.0655238,-78.9023768
MLS Listing,,Vacant Land,Lot 25 Meadowview Ter,Fayetteville,NC,28312,5000,,,MEADOW VIEW TER,,10454,,72,,,Active,,,https://www.redfin.com/NC/Fayetteville/Lot-25-Meadowview-TER-Unknown/home/184506509,LPRMLS,698772,N,Y,35.0332,-78.795
MLS Listing,,Single Family Residential,204 Renton Ct,Fayetteville,NC,28311,250000,4,2.5,KINWOOD,2398,12632,1986,74,104,,Active,,,https://www.redfin.com/NC/Fayetteville/204-Renton-Ct-28311/home/125388588,LPRMLS,692122,N,Y,35.1384581,-78.8641064
MLS Listing,,Single Family Residential,2510 & 2514 Sand Hill Road Rd,Fayetteville,NC,28306,985000,,12.0,,11416,,1996,75,86,,Active,,,https://www.redfin.com/NC/Fayetteville/2514-Sand-Hill-Rd-28306/home/184967202,LPRMLS,693209,N,Y,34.9312045,-78.8603593
MLS Listing,,Single Family Residential,7720 Rufus Johnson Rd,Fayetteville,NC,28306,304900,4,2.0,,1892,25700,2023,75,161,10,Active,,,https://www.redfin.com/NC/Fayetteville/7720-Rufus-Johnson-Rd-28306/home/183471953,NCRMLS,100370523,N,Y,34.840293,-78.891619
MLS Listing,,Vacant Land,Lark St,Fayetteville,NC,28312,10000,,,,,4356,,76,,,Active,,,https://www.redfin.com/NC/Fayetteville/Lark-St-28312/home/126215107,LPRMLS,698551,N,Y,35.04553,-78.845128
MLS Listing,,Vacant Land,Lark St,Fayetteville,NC,28312,10000,,,,,4356,,76,,,Active,,,https://www.redfin.com/NC/Fayetteville/Lark-St-28312/home/126399893,LPRMLS,698549,N,Y,35.045612,-78.845114
MLS Listing,,Vacant Land,Robin St,Fayetteville,NC,28312,20000,,,,,6970,,76,,,Active,,,https://www.redfin.com/NC/Fayetteville/Robin-St-28304/home/125491957,LPRMLS,698547,N,Y,35.035326,-78.959628
MLS Listing,,Single Family Residential,420 Alfalfa St,Fayetteville,NC,28301,130000,3,1.0,BEVILL ESTATE,733,,1945,79,177,,Active,,,https://www.redfin.com/NC/Fayetteville/420-Alfalfa-St-28301/home/126092484,LPRMLS,698516,N,Y,35.0534604,-78.8631457
MLS Listing,,Vacant Land,Dobbins Holmes Rd,Eastover,NC,28312,190000,,,,,730501,,79,,,Active,,,https://www.redfin.com/NC/Eastover/Dobbin-Holmes-Rd-28312/home/163139189,LPRMLS,698514,N,Y,35.10395,-78.808786
MLS Listing,,Vacant Land,Valley Rd,Fayetteville,NC,28305,169900,,,FOREST LKS,,17424,,79,,,Active,,,https://www.redfin.com/NC/Fayetteville/Valley-Rd-28305/home/126186505,LPRMLS,698478,N,Y,35.049427,-78.903219
MLS Listing,,Single Family Residential,156 Mcinnis St,Fayetteville,NC,28306,80000,3,1.0,MASSEY HILL,672,,1950,79,119,,Active,,,https://www.redfin.com/NC/Fayetteville/156-McInnis-St-28306/home/163107538,LPRMLS,698454,N,Y,35.0174921,-78.8992291
MLS Listing,,Vacant Land,6313 Denver Dr,Fayetteville,NC,28304,22000,,,HILLCREST,,20038,,80,,,Active,,,https://www.redfin.com/NC/Fayetteville/6313-Denver-Dr-28304/home/125495136,LPRMLS,698061,N,Y,35.025404,-78.986399
MLS Listing,,Single Family Residential,5575 Tall Timbers Dr,Fayetteville,NC,28311,439931,4,2.5,ELLIOT FARMS,2642,13504,2023,81,167,13,Active,,,https://www.redfin.com/NC/Fayetteville/5575-Tall-Timbers-Dr-28311/home/184290254,LPRMLS,697915,N,Y,35.2049523,-78.8625405
MLS Listing,,Single Family Residential,5422 Seedling Rd,Fayetteville,NC,28311,389900,4,2.5,ELLIOT FARMS,2324,12197,2023,81,168,13,Active,,,https://www.redfin.com/NC/Fayetteville/5422-Seedling-RD-28311/home/184290253,LPRMLS,697925,N,Y,35.1386,-78.8932
MLS Listing,,Single Family Residential,5426 Seedling Rd,Fayetteville,NC,28311,410900,5,3.0,ELLIOT FARMS,2522,12197,2023,81,163,13,Active,,,https://www.redfin.com/NC/Fayetteville/5426-Seedling-RD-28311/home/184290252,LPRMLS,697926,N,Y,35.1386,-78.8932
MLS Listing,,Single Family Residential,5418 Seedling Rd,Fayetteville,NC,28311,369944,3,2.0,ELLIOT FARMS,1863,12197,2023,81,199,13,Active,,,https://www.redfin.com/NC/Fayetteville/5418-Seedling-RD-28311/home/184290251,LPRMLS,697922,N,Y,35.1386,-78.8932
MLS Listing,,Single Family Residential,5579 Tall Timbers Dr,Fayetteville,NC,28311,429976,4,2.5,ELLIOT FARMS,2724,13939,2023,81,158,13,Active,,,https://www.redfin.com/NC/Fayetteville/5579-Tall-Timbers-Dr-28311/home/184290250,LPRMLS,697913,N,Y,35.2049523,-78.8625405
MLS Listing,,Vacant Land,8.64 Acres Swamp LD E/of Norfolk Southern RR,Fayetteville,NC,28301,65000,,,GREENBRIER,,376358,,82,,,Active,,,https://www.redfin.com/NC/Fayetteville/8-64-Acres-Swamp-LD-E-of-Norfolk-Southern-RR-28301/home/184268462,LPRMLS,698317,N,Y,35.0681,-78.884
MLS Listing,,Single Family Residential,1041 Wild Pine Dr,Fayetteville,NC,28312,639900,4,3.0,BAYWOOD,4133,22216,2005,83,155,,Active,,,https://www.redfin.com/NC/Fayetteville/1041-Wild-Pine-Dr-28312/home/125342193,LPRMLS,698151,N,Y,35.064489,-78.7588894
MLS Listing,,Multi-Family (2-4 Unit),709 Bullock St,Fayetteville,NC,28301,343900,,,BROAD ACRES,,,1948,83,,,Active,,,https://www.redfin.com/NC/Fayetteville/709-Bullock-St-28301/home/125510554,LPRMLS,698238,N,Y,35.0832713,-78.9013474
MLS Listing,,Single Family Residential,3118 Imperial Dr,Fayetteville,NC,28303,177000,3,2.0,FAYETTEVILLE,1336,,1958,86,132,,Active,,,https://www.redfin.com/NC/Fayetteville/3118-Imperial-Dr-28303/home/126414672,LPRMLS,698181,N,Y,35.076533,-78.9286768
